included_id	full_text_id	screening_id	dedup_group	study_role	architecture_status	controlled_comparison_status	classification_status	architecture_denominator_decision	contextual_role	full_text_rationale	source_routes	source_files	route_provenance	extraction_verification_status	extractor_notes	id	autores	ano	titulo	venue	tipo_venue	tipo_arquitetura	escopo_temporal	substrato_representacional	politica_controle	formato_armazenamento	metodo_recuperacao	granularidade_memoria	compartilhamento_entre_agentes	framework_agente	llm_utilizado	nivel_autonomia	codigo_aberto	metodo_avaliacao	benchmarks_utilizados	metricas_desempenho	metricas_cl	baseline_comparado	tokens_entrada_por_tarefa	tokens_saida_por_tarefa	tamanho_memoria_ao_longo_tempo	custo_por_tarefa	reducao_tokens	reporta_dados_custo	resultado_principal	desempenho_vs_baseline	custo_vs_baseline	resultado_negativo	pontuacao_qualidade	limitacoes	ameacas_validade	relevancia_gaps
I046	FT0142	TA00484	D00484	architecture	arch_experience_bank	yes_no_persistence_or_memory_ablation	classified_from_full_text_rationale	include_architecture	NA	Full text proposes APEX-EM, a non-parametric online-learning framework with a procedural-episodic Experience Memory and Procedural Knowledge Graph that accumulates, retrieves, and reuses structured task executions across tasks, with evaluation on BigCodeBench and other benchmarks.	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.CL;cs.AI;cs.IR	verified_from_full_text	Fresh search architecture extraction batch 007; controlled-comparison and quality status remain pending aggregate recomputation.	banerjee2026apexem	Pratyay Banerjee, Masud Moshtaghi, Ankit Chadha	2026	APEX-EM: Non-Parametric Online Learning for Autonomous Agents via Structured Procedural-Episodic Experience Replay	arXiv preprint (2603.29093)	preprint	banco_experiencia	hibrida	estruturado	heuristica	Persistent Experience Memory organized as a Procedural Knowledge Graph with structured procedural-episodic traces, entities, plans, generated artifacts, iteration histories, error analyses, quality scores, and dual successful/failed outcome indexing.	hibrido	tarefa	nao	APEX-EM Plan-Retrieve-Generate-Iterate-Ingest workflow	Claude Sonnet 4.5, Claude Opus 4.5, GPT-4o; embeddings via Amazon Titan in extracted setup	autonomo	NR	benchmark	BigCodeBench, KGQAGen-10k, Humanity's Last Exam; planned/comparative MemRL benchmarks include Lifelong Agent Bench and ALFWorld	Last Epoch Success Rate, Cumulative Success Rate, LASM accuracy for KGQA, iteration-count reduction, transfer accuracy, ablation success rates	NR	No Memory, Pass@10, Reflexion, RAG, Self-RAG, Mem0, MemP, MemRL, semantic-only/entity-graph/full-memory ablations, Opus-judge ablation	NR	NR	Experience Memory begins empty and grows across epochs/tasks as quality-gated execution traces are committed to the Procedural Knowledge Graph; offline-to-online learning is also supported.	NR as monetary/token cost; reports iteration reduction from memory accumulation, such as BCB full memory 1.50 to 1.32 iterations and KGQA Opus judge 4.40 to 2.50 iterations from epoch 1 to epoch 10.	NR; memory reduces self-correction iterations by 11-17% on BCB and 37-43% on KGQA in Table 11.	sim_parcial	On BigCodeBench, APEX-EM with Opus judge reaches 83.3% SR / 84.0% CSR versus 53.9% no-memory baseline. On KGQAGen-10k it reaches 89.6% accuracy / 95.3% CSR, and on HLE entity graph retrieval reaches 48.0% / 53.3% CSR versus 25.2% no-memory baseline.	BigCodeBench improvement is +29.4pp over no memory and exceeds MemRL's reported +11.0pp gain. KGQA full-memory plus Opus judge reaches 89.6% versus 41.3% no memory. HLE entity graph retrieval improves 25.2% to 48.0%.	Memory reduces average iterations from epoch 1 to epoch 10: BCB reductions of 11-17% and KGQA reductions of 37-43%, but no monetary/token baseline is reported.	sim	4.0	Some experiments remain in progress; direct comparisons use different backbones from MemRL; plan compression and learned retrieval policies are future work; remaining MemRL benchmark evaluations are not yet complete.	Benchmark/backbone mismatch, LLM judge quality, memory namespace isolation, epoch count, retrieval thresholds, and transfer-split construction may affect validity.	gap1_comparacao;gap2_custo
I047	FT0148	TA00703	D00703	architecture	arch_skill_rule_library	yes_no_persistence_or_memory_ablation	classified_from_full_text_rationale	include_architecture	NA	Full text proposes BEAM, a bi-level LLM-powered heuristic/code design system with Adaptive Memory storing reusable generated function components and a knowledge-augmentation pipeline, evaluated across combinatorial and continuous optimization benchmarks.	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.AI;math.CO	verified_from_full_text	Fresh search architecture extraction batch 007; controlled-comparison and quality status remain pending aggregate recomputation.	xiang2026beam	Chuyang Xiang, Yichen Wei, Jiale Ma, Handing Wang, Junchi Yan	2026	BEAM: Bi-level Memory-adaptive Algorithmic Evolution for LLM-Powered Heuristic Design	IEEE Transactions on Neural Networks and Learning Systems / arXiv preprint (2604.12898)	preprint	outro	procedural	executavel	aprendida	Adaptive Memory stores high-performing generated function components with names/descriptions so future algorithm structures can import and recombine them; Knowledge Augmentation also uses HeuBase component repositories and KnoBase text knowledge.	outro	funcao	sim	BEAM bi-level memory-adaptive algorithmic evolution framework	DeepSeek-V3, DeepSeek-R1, GPT-3.5-turbo, GPT-4o-mini	autonomo	NR	benchmark	TSP, BPP, CAF, MIS, CVRP, BBOB, PMSP and related heuristic-design benchmarks	Optimality gap, objective value, runtime/time or token budget, average and variance of final gaps, token-consumption trajectory	NR	EoH, ReEvo, MCTS-AHD, AlphaEvolve, LLaMEA, LLaMEA-HPO, KaMIS, RLSA, ARW, HGS, Split and local search, EACO-EDM, BE without Adaptive Memory, one-shot and MCTS education baselines	NR; token budgets and token-consumption trajectories are reported for some experiments, including 55w token CVRP budget.	NR	Adaptive Memory is updated during evolutionary resets with high-quality generated functions; HeuBase is intentionally compact and designed to grow through community contribution.	NR as monetary cost; experiments report time budgets from 18 minutes to 5 hours and token-budget experiments up to 55w tokens.	Qualitative: Adaptive Memory lets the LLM call stored functions instead of regenerating long code blocks, shrinking emitted code; no exact token-reduction percentage extracted.	sim_parcial	BEAM reduces the optimality gap by 37.84% in aggregate on CVRP hybrid algorithm design and generates competitive or superior heuristics across MIS, CVRP, TSP, BBOB, and other optimization benchmarks.	In CVRP, BEAM with Split and local search reports gaps of 0.09%, 0.38%, and 0.86% for CVRP-100/200/500 versus EoH gaps of 0.22%, 0.57%, and 1.09%. In BBOB, BEAM average gap is 0.007 versus ReEvo 0.957, EoH 6.032, and LLaMEA-HPO 0.386.	BEAM needs more tokens before generating its first heuristic in complex tasks due to the bi-level structure, but Adaptive Memory is intended to reduce repeated code emission; no monetary baseline is reported.	sim	4.5	Bi-level structure can require larger initial token consumption; framework may add unnecessary complexity for single-function generation; some comparisons use repository best heuristics with unknown budgets.	Benchmark heterogeneity, budget matching, unreproduced baseline results, LLM/model differences, token/time budget settings, and code-execution failures in initial generations may affect validity.	gap2_custo;gap3_complexidade
I048	FT0046	TA00246	D00246	architecture	arch_repository_memory	yes_no_persistence_or_memory_ablation	classified_from_full_text_rationale	include_architecture	NA	Full text describes PatchAdvisor using layered retrieval-based memory from historical Linux kernel patch evolution to guide later repair/review generation, with temporally held-out evaluation.	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.SE	verified_from_full_text	Fresh search architecture extraction batch 008; controlled-comparison and quality status remain pending aggregate recomputation.	bai2026patchadvisor	Luyao Bai, Kenan Alghythee, Hang Zhang, Xiaoguang Wang	2026	Beyond Crash-to-Patch: Patch Evolution for Linux Kernel Repair	arXiv preprint (2604.03851)	preprint	banco_experiencia	hibrida	estruturado	heuristica	Three-layer PatchAdvisor memory from syzbot-linked patch evolution: instance memory with crash evidence, fix characterization, final merged diff, and patch-evolution summary; pattern memory with FixStrategy and ReviewLesson records; embedding memory over crash reports and patch artifacts for semantic retrieval.	hibrido	repositorio	nao	PatchAdvisor repair framework with retrieval memory and fine-tuned diagnostic advisor	Claude coding model, Gemma-3-12B advisor, LLaMA-3.2-11B advisor	semiautonomo	parcial	benchmark	6,946 syzbot-linked Linux kernel bug-fix lifecycles, 100 temporally held-out crash cases for diagnostic evaluation, and six recent syzbot bugs for end-to-end repair	Diagnostic Coverage Rate, precision, recall, F1, fix rate, CodeBERTScore, compilation success rate, average AI-assessed quality rank	NR	Unguided baseline coding agent, memory-guided agent, base advisors without fine-tuning, fine-tuned PatchAdvisor variants	NR	NR	Memory is constructed from 6,946 reconstructed syzbot-fixed bugs and can grow as additional patch-evolution lifecycles are collected; end-to-end test excludes held-out recent bugs from memory/training.	NR; advisor fine-tuning used LoRA on one NVIDIA A100 80GB GPU, but no monetary/token cost per task is reported.	NR	nao	PatchAdvisor improves reviewer-alignment and repair quality. Memory raises diagnostic F1 by 21.8% (0.330 vs 0.271), and end-to-end memory guidance raises repair success from 1/6 to 4/6; the fine-tuned Gemma-3-12B advisor reaches 5/6 fixes, CodeBERTScore 0.91, and 100% compilation success.	Baseline repair succeeds on 1/6 bugs with CodeBERTScore 0.42 and 83.3% compile success. Memory-guided repair succeeds on 4/6 with CodeBERTScore 0.74. Fine-tuned Gemma-3-12B PatchAdvisor succeeds on 5/6 with average rank 2.7.	NR	sim	4.5	End-to-end repair evaluation uses only six recent bugs after strict selection; dataset is scoped to syzbot/Linux kernel workflows; advisor gives diagnostic summaries rather than complete patches.	Temporal holdout, syzbot workflow focus, keyword-mapped reviewer categories, small end-to-end bug sample, AI-assessed patch ranking, and compiler/toolchain differences may affect validity.	gap1_comparacao
I049	FT0061	TA01041	D01041	architecture	arch_security_memory	yes_no_persistence_or_memory_ablation	classified_from_full_text_rationale	include_architecture	NA	Full text describes Co-RedTeam using layered long-term memory for reusable vulnerability patterns, attack strategies, and technical actions in autonomous software vulnerability discovery and exploitation, with CyBench and BountyBench evaluation plus memory-role analysis.	citations	search/results-citations.json	forward | forward_from=ouyang2026reasoningbank	verified_from_full_text	Fresh search architecture extraction batch 008; controlled-comparison and quality status remain pending aggregate recomputation.	he2026coredteam	Pengfei He, Ash Fox, Lesly Miculicich, Stefan Friedli, Daniel Fabian, Burak Gokturk, Jiliang Tang, Chen-Yu Lee, Tomas Pfister, Long T. Le	2026	Co-RedTeam: Orchestrated Security Discovery and Exploitation with LLM Agents	arXiv preprint (2602.02164)	preprint	outro	hibrida	estruturado	self_control_llm	Layered long-term memory with Vulnerability Pattern Memory, Strategy Memory, and Technical Action Memory; successful and failed trajectories are distilled into reusable conceptual, strategic, and concrete action memories.	embeddings	tarefa	sim	Co-RedTeam multi-agent vulnerability discovery and exploitation framework	Gemini-2.5-flash, Gemini-2.5-pro, Gemini-3-pro, gemini-embedding-001, gemini-2.5-pro for memory synthesis	autonomo	NR	benchmark	CyBench, BountyBench, CyberGym	Attack success rate, exploit success, detection accuracy, precision/recall for detection, ablation success rates, average latency	NR	Vanilla prompting, OpenHands, C-Agent, VulTrail, RepoAudit, component ablations without critique, validation, vulnerability documents, code browser, memory, or execution	NR	NR	Memory may be warm-started from curated security items or cold-started empty, then updated sequentially as tasks are processed and successful practices or failure lessons are written back.	NR monetary/token cost; average latency is reported, e.g. Gemini-3-pro Co-RedTeam 319.8s on CyBench, 198.7s on BountyBench, and 605.2s on CyberGym.	NR	sim_parcial	With Gemini-3-pro, Co-RedTeam achieves 63.7% CyBench ASR, 65.0% BountyBench exploit success, 20.0% BountyBench detection accuracy, and 37.3% CyberGym ASR, outperforming all reported baselines.	For Gemini-3-pro, OpenHands reaches 45.2%/45.0%/5.0%/20.2% across CyBench, BountyBench exploit/detect, and CyberGym; Co-RedTeam reaches 63.7%/65.0%/20.0%/37.3%. Removing memory drops Gemini-2.5-pro CyBench from 59.1% to 50.0%, BountyBench exploit from 60.0% to 40.0%, and CyberGym from 31.5% to 22.6%.	Latency is lower than OpenHands and C-Agent in reported comparisons, e.g. 198.7s versus OpenHands 219.6s on BountyBench with Gemini-3-pro; no monetary cost baseline reported.	nao	4.5	Security red-team domain focus; memory initialization may affect early performance; multi-agent orchestration depends on execution environments and benchmark-specific validation.	Benchmark task mix, curated memory warm start, LLM/model family, iteration budgets, evaluator definitions, and tool/environment realism may affect validity.	gap2_custo;gap3_seguranca
I050	FT0045	TA00236	D00236	architecture	arch_knowledge_graph_case_base	yes_nonmemory_external_baseline	classified_from_full_text_rationale	include_architecture	NA	Full text describes Codebase-Memory as a persistent Tree-Sitter knowledge graph exposed to coding agents through MCP, with repository/question-answering and SWE-bench-related evaluation.	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.SE;cs.AI;cs.PL	verified_from_full_text	Fresh search architecture extraction batch 008; controlled-comparison and quality status remain pending aggregate recomputation.	vogel2026codebasememory	Martin Vogel, Falk Meyer-Eschenbach, Severin Kohler, Elias Grünewald, Felix Balzer	2026	Codebase-Memory: Tree-Sitter-Based Knowledge Graphs for LLM Code Exploration via MCP	arXiv preprint (2603.27277)	preprint	grafo_conhecimento	semantica	grafo	heuristica	Persistent Tree-Sitter-based codebase knowledge graph stored in a single SQLite file, maintained incrementally through file watching/content hashes, and exposed through 14 typed MCP structural-query tools.	grafo	repositorio	sim	Codebase-Memory MCP server used by MCP-compatible coding agents	Claude Opus 4.6 for head-to-head evaluation; compatible with Claude Code, Codex CLI, Gemini CLI, Zed, VS Code, and other MCP clients	semiautonomo	sim	benchmark	31 real-world repositories across 31 languages; 12 structural code-question categories; system performance benchmarks on Apple M3 Pro	Answer quality score, tool calls per question, tokens per question, query latency, indexing time, incremental re-index time	NR	File-exploration agent using conventional file reading and grep; comparison to embedding/RAG, RepoMap, and graph-plus-LLM retrieval approaches	Approximately 1,000 tokens per question for MCP Agent versus approximately 10,000 for Explorer Agent.	NR	Graph persists across sessions and updates incrementally when source files change; Linux kernel indexing reports 2.1M nodes and 4.9M edges.	NR monetary cost; token/tool-call reductions are reported and translate to lower latency/cost.	10 times fewer tokens per question and 2.1 times fewer tool calls than Explorer Agent in Table 6.	sim_parcial	Codebase-Memory achieves 0.83 answer-quality score versus 0.92 for an Explorer Agent, while using about 1,000 versus 10,000 tokens per question, 2.3 versus 4.8 tool calls, and sub-millisecond query latency.	MCP Agent reaches 90% of Explorer quality while using 10 times fewer tokens and 2.1 times fewer tool calls; it matches or exceeds explorer behavior on graph-native hub/caller queries for 19 of 31 languages.	Reports direct efficiency gains: about 10x fewer tokens, 2.1x fewer tool calls, and query latency under 1 ms versus 10-30 s for file exploration.	sim	5.0	Graph intentionally omits line-level source context and macro-heavy C performs weakly; dynamic dispatch is limited; benchmark uses one LLM backend and first-author grading.	Single LLM backend, manual reference grading, repository/language sample, abstraction limits of Tree-Sitter/graph representation, and single hardware platform for performance benchmarks may affect validity.	gap2_custo
I051	FT0062	TA01060	D01060	architecture	arch_skill_rule_library	yes_no_persistence_or_memory_ablation	classified_from_full_text_rationale	include_architecture	NA	Full text describes CoEvoSkills constructing persistent multi-file skill packages for Claude Code and Codex, accumulating verifier feedback across iterations and transferring evolved reusable task structures to fresh coding-agent runs.	citations	search/results-citations.json	forward | forward_from=xia2025livesweagent	verified_from_full_text	Fresh search architecture extraction batch 008; controlled-comparison and quality status remain pending aggregate recomputation.	zhang2026coevoskills	Hanrong Zhang, Shicheng Fan, Henry Peng Zou, Yankai Chen, Zhenting Wang, Jiayu Zhou, Chengze Li, Wei-Chieh Huang, Yifei Yao, Kening Zheng, Xue Liu, Xiaoxiao Li, Philip S. Yu	2026	CoEvoSkills: Self-Evolving Agent Skills via Co-Evolutionary Verification	arXiv preprint (2604.01687)	preprint	outro	procedural	executavel	self_control_llm	Persistent structured multi-file skill packages with SKILL.md, instructions, scripts, reusable utility functions, and verifier-derived improvement notes; skills are installed for fresh Claude Code/Codex agents and updated across evolution rounds.	carga_total	tarefa	sim	CoEvoSkills co-evolutionary skill-generation framework for Claude Code and Codex	Claude Opus 4.6, GPT-5.2, Claude Code, Codex, six additional transfer LLMs	autonomo	sim	benchmark	SkillsBench: 87 tasks across roughly 20 professional domains and 11 reported domain groups	Pass rate, delta versus no-skill/human-curated baselines, cross-model transfer pass rate, per-domain pass rate, verification-cycle counts, ablation pass rate	NR	No-skill baseline, Anthropic Skill-Creator, single-session skill generation, SkillsBench self-generated skills, CoT-guided self-generation, human-curated skills, ablations without surrogate verifier or without evolution	NR	NR	Skill versions evolve for up to five rounds; persistent skills are written back as reusable packages and transferred to fresh agents and other model families.	NR; paper states convergence within five rounds keeps evolution cost practical and reports average verification-cycle counts, but no monetary/token cost per task is extracted.	NR	sim_parcial	CoEvoSkills reaches 71.1% pass rate on SkillsBench with Claude Opus 4.6 + Claude Code, versus 30.6% no-skill baseline and 53.5% human-curated skills. It also reports GPT-5.2 self-evolved skills at 69.8% and broad cross-model transfer gains of about 36-44pp.	CoEvoSkills improves +40.5pp over no-skill and +17.6pp over human-curated skills. Skill-Creator reaches 34.1%, single-session generation 32.4%, SkillsBench self-generated 32.0%, and CoT-guided self-generation 30.7%. Removing the surrogate verifier drops pass rate from 71.1% to 41.1%; removing evolution drops to 48.6%.	NR as monetary/token cost; evolution converges by about round 5 and requires verifier/oracle cycles.	sim	5.0	Ablation rows are single runs due to computational cost; skill evolution depends on verifier quality; results are SkillsBench-centered; generated skills may be domain/model sensitive despite transfer gains.	Benchmark composition, deterministic oracle tests, surrogate-verifier information isolation, model/harness choices, number of evolution rounds, and computational budget may affect validity.	gap1_comparacao;gap2_custo
I052	FT0153	TA01075	D01075	architecture	arch_experience_bank	yes_no_persistence_or_memory_ablation	classified_from_full_text_rationale	include_architecture	NA	Full text proposes Complementary RL with a MemoryManager and evolving experience bank that distills, merges, retrieves, and reuses structured experience across tasks, with quantitative evaluation on SWE-Bench and other environments.	citations	search/results-citations.json	forward | forward_from=ouyang2026reasoningbank	verified_from_full_text	Fresh search architecture extraction batch 008; controlled-comparison and quality status remain pending aggregate recomputation.	muhtar2026complementaryrl	Dilxat Muhtar, Jiashun Liu, Wei Gao, Weixun Wang, Shaopan Xiong, Ju Huang, Siran Yang, Wenbo Su, Jiamang Wang, Ling Pan, Bo Zheng	2026	Complementary Reinforcement Learning	arXiv preprint (2603.17621)	preprint	banco_experiencia	semantica	estruturado	aprendida	Evolving experience bank managed by a centralized MemoryManager; the experience extractor distills, merges, deduplicates, retrieves, and maintains structured experience entries while co-evolving with the policy actor.	embeddings	tarefa	sim	Complementary RL in the ROLL training framework	Qwen2.5-7B-Instruct, Qwen3-4B-Thinking-2507, Qwen3-4B-Instruct-2507, Qwen3-30B-A3B-Instruct-2507, Qwen3-Embedding-0.6B	autonomo	sim	benchmark	MiniHack Room, WebShop, ALFWorld, SWE-Bench Verified, multi-task mixtures	Success rate, validation score, number of actions per task, multi-task evaluation average, performance gain versus baseline	NR	Outcome-based RL baseline without experience, Static Online Experience, Static Online Experience evaluated without experience, Experience Only, Complementary RL with/without experience at evaluation	NR; training configuration includes maximum sequence lengths up to 32,768 for actor and 65,536 for experience extractor.	Maximum output tokens per step are configured as 4,096 for several experiments and 2,048 for ALFWorld.	Experience bank is updated asynchronously during RL training through MemoryManager operations, periodic merges, semantic deduplication, and retrieval; static/offline variants use fixed banks for ablation.	NR monetary cost; reports action-count efficiency such as 1.5x fewer actions on MiniHack and 2x fewer actions on ALFWorld.	NR	sim_parcial	Complementary RL consistently outperforms no-experience baselines. In single-task training it reports about a 1.3x performance margin on MiniHack Room and ALFWorld and a +3.0% gain on SWE-Bench; in multi-task evaluation, Complementary RL with experience averages 0.82 versus 0.75 baseline.	Multi-task table reports baseline average 0.75, Complementary RL evaluated with experience 0.82, and Complementary RL without experience 0.78. Static Online Experience with experience averages 0.59 and without experience 0.54, showing that static experience alone is insufficient.	Reports behavioral efficiency rather than monetary cost: 1.5x fewer actions on MiniHack Room and 2x fewer actions on ALFWorld; no direct SWE-Bench cost reduction is reported.	sim	5.0	SWE-Bench training uses a curated subset of 124 tasks because many full-dataset tasks are too difficult for smaller models; static experience baselines underperform due to distributional misalignment.	Curated task selection, training hyperparameters, Qwen model family, experience extractor size, retrieval/deduplication design, and multi-task contamination may affect validity.	gap1_comparacao;gap2_custo
I053	FT0149	TA00744	D00744	architecture	arch_experience_bank	yes_no_persistence_or_memory_ablation	classified_from_full_text_rationale	include_architecture	NA	Full text proposes Controlled Self-Evolution for algorithmic code optimization with Hierarchical Evolution Memory, including local intra-task lessons and global cross-task experience templates retrieved from a vector database, evaluated on EffiBench-X.	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.CL;cs.AI;cs.NE	verified_from_full_text	Fresh search architecture extraction batch 008; controlled-comparison and quality status remain pending aggregate recomputation.	hu2026cse	Tu Hu, Ronghao Chen, Shuo Zhang, Jianghao Yin, Mou Xiao Feng, Jingping Liu, Shaolei Zhang, Andy Wang, Wenqi Jiang, Yuqi Fang, Sen Hu, Huacan Wang, Yi Xu	2026	Controlled Self-Evolution for Algorithmic Code Optimization	arXiv preprint (2601.07348)	preprint	banco_experiencia	hibrida	estruturado	aprendida	Hierarchical Evolution Memory with local intra-task memory of improvement/failure lessons and global cross-task memory of compact experience items distilled from top improving/degrading evolution steps; entries are embedded with Qwen3-8B-Embedding and retrieved by cosine similarity.	embeddings	tarefa	nao	Controlled Self-Evolution (CSE) for algorithmic code optimization	Qwen3-235B-A22B, DeepSeek-v3-0324, Claude-4.5-Sonnet, GPT-5, Qwen3-8B-Embedding	autonomo	sim	benchmark	EffiBench-X with 623 algorithmic problems in Python and C++	Execution-time ratio, peak-memory ratio, memory-integral ratio versus human solutions, best-so-far MI, improvement count, iteration at best, last-10 improvement count, ablation metrics	NR	Direct generation, Self-Reflection, SE-Agent, AlphaEvolve, ablations without diversified planning, genetic evolution, or hierarchical memory	NR	NR	Local memory is compressed whenever it exceeds 1,000 tokens; for each processed task, top improving and degrading steps are distilled into global memory and added for subsequent task retrieval.	NR; fixed test-time budget of 30 candidates per task and no monetary/token cost per task reported.	NR	nao	CSE consistently outperforms baselines on EffiBench-X across four LLM backbones. With GPT-5, CSE averages ET 67.70%, MP 65.62%, and MI 67.47%; with Claude-4.5-Sonnet, it averages ET 73.23%, MP 70.11%, and MI 74.41%.	With GPT-5, CSE improves average MI to 67.47% versus Direct 59.13%, Self-Reflection 60.24%, SE-Agent 64.41%, and AlphaEvolve 63.04%. Ablation on GPT-5 shows full CSE MI 68.10% versus 63.08% without memory, 63.82% without planning, and 64.72% without evolution.	NR; reports higher efficiency within the fixed 30-candidate budget but no monetary or token-cost comparison.	sim	5.5	Does not yet distill CSE trajectories into model-weight RL training; multi-round evolution still incurs inference cost; results are algorithmic optimization specific.	EffiBench-X benchmark composition, candidate budget, fallback to Direct when budget exhausts, model/backbone selection, memory construction order, and embedding retrieval settings may affect validity.	gap1_comparacao
I054	FT0063	TA01090	D01090	architecture	arch_shared_memory	yes_no_persistence_or_memory_ablation	classified_from_full_text_rationale	include_architecture	NA	Full text describes CORAL using shared persistent memory where agents retrieve, contribute, and distill notes and reusable skills across asynchronous open-ended optimization tasks, including systems/kernel optimization evaluation and memory ablations.	citations	search/results-citations.json	forward | forward_from=ouyang2026reasoningbank	verified_from_full_text	Fresh search architecture extraction batch 009; controlled-comparison and quality status remain pending aggregate recomputation.	qu2026coral	Ao Qu, Handi Zheng, Zijian Zhou, Yihao Yan, Yihong Tang, S. Y. Ong, Fenglu Hong, Kai-Qing Zhou, Chonghe Jiang, Minwei Kong, Jiacheng Zhu, Xuan Jiang, Sirui Li, Cathy Wu, Bryan Kian Hsiang Low, Jinhua Zhao, P. Liang	2026	CORAL: Towards Autonomous Multi-Agent Evolution for Open-Ended Discovery	arXiv preprint (2604.01658)	preprint	banco_experiencia	hibrida	hibrido	self_control_llm	Shared persistent filesystem under .coral/public with attempts as JSON records, notes as Markdown files with YAML front matter, reusable skills as SKILL.md plus scripts, heartbeat configuration, session state, and private evaluator state symlinked into isolated agent worktrees.	hibrido	tarefa	sim	CORAL autonomous multi-agent evolution infrastructure with CLI, shared hub, isolated worktrees, and heartbeat prompts	Claude Opus 4.6 via Claude Code; MiniMax M2.5 with OpenCode	autonomo	sim	benchmark; ablation; trajectory analysis	Six mathematical optimization tasks, five systems optimization tasks, Anthropic kernel engineering, Polyominoes packing, VLIW SIMD tree traversal, and related stress-test optimization tasks	Final score, improvement rate, number of evaluations, cycle count, coverage, local-test rate, attempt inspection, knowledge created per attempt, knowledge access rate, read-to-improvement rate	Knowledge-created rate, knowledge-access rate, and read-to-improvement rate over agent trajectories	OpenEvolve, ShinkaEvolve, EvoX, single-agent CORAL, independent best-of-four single-agent runs, no-knowledge ablation	NR	NR	Memory grows through attempts, notes, and skills written by agents; advanced tasks create 0.55 to 0.68 reusable knowledge entries per attempt versus 0.05 on standard tasks; Kernel Engineering run reports 663 total attempts in artifact examples.	Typical 3-hour single-agent run on a mathematical optimization task with Claude Opus 4.6 costs approximately USD 30-60; four-agent runs cost approximately 3-4 times a single-agent run.	NR	sim_detalhado	Single-agent CORAL achieves the best final score on all 11 mathematical and systems tasks and establishes new SOTA on eight tasks. Four-agent co-evolution further improves stress-test results, including Kernel Engineering from 1350 cycles to 1103 cycles.	CORAL improvement rates are reported as 3-10 times higher than fixed evolutionary-search baselines and typically converge within 5-20 evaluations versus 60-100 for baselines. Knowledge ablation worsens Kernel Engineering from 1350 to 1601 cycles, Polyominoes from 80.2 to 77.3, and Txn Scheduling from 4566 to 4444.	CORAL uses fewer external evaluation calls than structured baselines within the same wall-clock budget, but LLM API calls dominate cost and four-agent runs multiply API cost by about 3-4 times.	sim	5.0	Relies on frontier foundation models, lacks bootstrapped agent heterogeneity, assumes a reasonably specified evaluator, and multi-agent runs increase API cost.	Task-suite composition, hidden or stochastic evaluators, trajectory classification by rule-based and LLM-based analysis, model/runtime choice, and convergence-based stress-test budgets may affect validity.	gap1_comparacao;gap2_custo;gap3_complexidade
I055	FT0064	TA01109	D01109	architecture	arch_self_evolution_archive	yes_no_persistence_or_memory_ablation	classified_from_full_text_rationale	include_architecture	NA	Full text describes DARWIN using persistent JSON memory files to track prior reasoning, file hierarchy, code changes, and summaries across self-improvement generations of training-code optimization, with benchmarked MFU/perplexity outcomes and a memory ablation.	citations	search/results-citations.json	forward | forward_from=zhang2025darwingodel	verified_from_full_text	Fresh search architecture extraction batch 009; controlled-comparison and quality status remain pending aggregate recomputation.	jiang2026darwin	Henry Jiang	2026	DARWIN: Dynamic Agentically Rewriting Self-Improving Network	arXiv preprint (2602.05848)	preprint	outro	hibrida	estruturado	aprendida	Persistent JSON-based memory files record evolutionary history, source file paths, code-modification summaries, timestamps, benchmark outcomes, token counts, backend metadata, file hierarchy, and previous structure across generations.	consulta_estruturada	tarefa	nao	DARWIN evolutionary self-improvement loop over nanoGPT training-code agents with human-in-the-loop request interface	GPT-4o-mini through OpenAI API	semi_autonomo	NR	benchmark; ablation	nanoGPT on a Shakespeare prose dataset	Best perplexity, mean perplexity, standard deviation perplexity, best MFU, mean MFU, generation time, training errors, resolved errors, error rate, error-resolution rate	NR	Baseline nanoGPT configuration and ablation without the memory file system	NR	NR	One persistent memory record is generated for each mutation event, including modification summary, file path, timestamp, token counts, backend metadata, and benchmark-correlated results for later generations.	NR; reports average time per generation of 223 seconds but no monetary cost.	NR	sim_parcial	After five generations, DARWIN reports best perplexity 37.70 versus baseline 38.498 and best MFU 0.392 versus baseline 0.397; the paper describes the overall result as not very promising and not a significant improvement.	The paper reports a 2.07 percent reduction in perplexity and a 1.26 percent reduction in MFU; removing persistent memory produced about 3 percent worse performance, but the authors caution that the results are not statistically meaningful.	NR; reports runtime per generation and resource-scaling concerns but no token or monetary comparison.	sim	3.5	Proof-of-concept on a simple nanoGPT/Shakespeare task, few generations, insignificant results, manual safety checks, and scaling to GPT-2 or larger models would require substantial compute.	Small task and model, optimized baseline, only five generations, high mutation probability, simple training code, manual intervention/safety checks, and limited compute constrain validity.	gap3_complexidade
