full_text_id	screening_id	title	year	title_abstract_decision	retrieval_priority	needs_metadata_lookup	doi	arxiv_id	sources	preferred_url	pdf_path	text_path	retrieval_status	retrieval_source	retrieved_at_utc	failure_reason	notes
FT0056	TA00486	MEMCoder: Multi-dimensional Evolving Memory for Private-Library-Oriented Code Generation	2026	include	1_include	no	10.48550/arXiv.2604.24222	2604.24222	arxiv_chunk	https://arxiv.org/pdf/2604.24222	search/full-texts/pdf/FT0056_TA00486_memcoder-multi-dimensional-evolving-memory-for-private-library-oriented-code-gen.pdf	search/full-texts/text/FT0056_TA00486_memcoder-multi-dimensional-evolving-memory-for-private-library-oriented-code-gen.txt	ok	arxiv	2026-04-28T21:27:22Z		Calibration batch 003.
FT0057	TA00622	CodeMEM: AST-Guided Adaptive Memory for Repository-Level Iterative Code Generation	2026	include	1_include	no	10.48550/arXiv.2601.02868	2601.02868	arxiv_chunk	https://arxiv.org/pdf/2601.02868	search/full-texts/pdf/FT0057_TA00622_codemem-ast-guided-adaptive-memory-for-repository-level-iterative-code-generatio.pdf	search/full-texts/text/FT0057_TA00622_codemem-ast-guided-adaptive-memory-for-repository-level-iterative-code-generatio.txt	ok	arxiv	2026-04-28T21:27:23Z		Calibration batch 003.
FT0058	TA00632	Group-Evolving Agents: Open-Ended Self-Improvement via Experience Sharing	2026	include	1_include	no	10.48550/arXiv.2602.04837	2602.04837	arxiv_chunk; citations	https://arxiv.org/pdf/2602.04837	search/full-texts/pdf/FT0058_TA00632_group-evolving-agents-open-ended-self-improvement-via-experience-sharing.pdf	search/full-texts/text/FT0058_TA00632_group-evolving-agents-open-ended-self-improvement-via-experience-sharing.txt	ok	arxiv	2026-04-28T21:27:25Z		Calibration batch 001.
FT0059	TA00760	KernelSkill: A Multi-Agent Framework for GPU Kernel Optimization	2026	include	1_include	no	10.48550/arXiv.2603.10085	2603.10085	arxiv_chunk	https://arxiv.org/pdf/2603.10085	search/full-texts/pdf/FT0059_TA00760_kernelskill-a-multi-agent-framework-for-gpu-kernel-optimization.pdf	search/full-texts/text/FT0059_TA00760_kernelskill-a-multi-agent-framework-for-gpu-kernel-optimization.txt	ok	arxiv	2026-04-28T21:27:27Z		Calibration batch 003.
FT0060	TA00917	AgentGA: Evolving Code Solutions in Agent-Seed Space	2026	include	1_include	no		2604.14655	citations	https://arxiv.org/pdf/2604.14655	search/full-texts/pdf/FT0060_TA00917_agentga-evolving-code-solutions-in-agent-seed-space.pdf	search/full-texts/text/FT0060_TA00917_agentga-evolving-code-solutions-in-agent-seed-space.txt	ok	arxiv	2026-04-28T21:27:28Z		Batch 007 citation-only with abstracts.
FT0061	TA01041	Co-RedTeam: Orchestrated Security Discovery and Exploitation with LLM Agents	2026	include	1_include	no	10.48550/arxiv.2602.02164	2602.02164	citations	https://arxiv.org/pdf/2602.02164	search/full-texts/pdf/FT0061_TA01041_co-redteam-orchestrated-security-discovery-and-exploitation-with-llm-agents.pdf	search/full-texts/text/FT0061_TA01041_co-redteam-orchestrated-security-discovery-and-exploitation-with-llm-agents.txt	ok	arxiv	2026-04-28T21:27:30Z		Batch 007 citation-only with abstracts.
FT0062	TA01060	CoEvoSkills: Self-Evolving Agent Skills via Co-Evolutionary Verification	2026	include	1_include	no		2604.01687	citations	https://arxiv.org/pdf/2604.01687	search/full-texts/pdf/FT0062_TA01060_coevoskills-self-evolving-agent-skills-via-co-evolutionary-verification.pdf	search/full-texts/text/FT0062_TA01060_coevoskills-self-evolving-agent-skills-via-co-evolutionary-verification.txt	ok	arxiv	2026-04-28T21:27:31Z		Batch 007 citation-only with abstracts.
FT0063	TA01090	CORAL: Towards Autonomous Multi-Agent Evolution for Open-Ended Discovery	2026	include	1_include	no		2604.01658	citations	https://arxiv.org/pdf/2604.01658	search/full-texts/pdf/FT0063_TA01090_coral-towards-autonomous-multi-agent-evolution-for-open-ended-discovery.pdf	search/full-texts/text/FT0063_TA01090_coral-towards-autonomous-multi-agent-evolution-for-open-ended-discovery.txt	ok	arxiv	2026-04-28T21:27:34Z		Batch 007 citation-only with abstracts.
FT0064	TA01109	DARWIN: Dynamic Agentically Rewriting Self-Improving Network	2026	include	1_include	no	10.48550/arxiv.2602.05848	2602.05848	citations	https://arxiv.org/pdf/2602.05848	search/full-texts/pdf/FT0064_TA01109_darwin-dynamic-agentically-rewriting-self-improving-network.pdf	search/full-texts/text/FT0064_TA01109_darwin-dynamic-agentically-rewriting-self-improving-network.txt	ok	arxiv	2026-04-28T21:27:35Z		Batch 007 citation-only with abstracts.
FT0065	TA01154	EffiSkill: Agent Skill Based Automated Code Efficiency Optimization	2026	include	1_include	no		2603.27850	citations	https://arxiv.org/pdf/2603.27850	search/full-texts/pdf/FT0065_TA01154_effiskill-agent-skill-based-automated-code-efficiency-optimization.pdf	search/full-texts/text/FT0065_TA01154_effiskill-agent-skill-based-automated-code-efficiency-optimization.txt	ok	arxiv	2026-04-28T21:27:36Z		Batch 007 citation-only with abstracts.
FT0066	TA01485	Outcome-Conditioned Reasoning Distillation for Resolving Software Issues	2026	include	1_include	no	10.48550/arxiv.2601.23257	2601.23257	citations	https://arxiv.org/pdf/2601.23257	search/full-texts/pdf/FT0066_TA01485_outcome-conditioned-reasoning-distillation-for-resolving-software-issues.pdf	search/full-texts/text/FT0066_TA01485_outcome-conditioned-reasoning-distillation-for-resolving-software-issues.txt	ok	arxiv	2026-04-28T21:27:38Z		Batch 007 citation-only with abstracts.
FT0067	TA01586	REVERE: Reflective Evolving Research Engineer for Scientific Workflows	2026	include	1_include	no		2603.20667	citations	https://arxiv.org/pdf/2603.20667	search/full-texts/pdf/FT0067_TA01586_revere-reflective-evolving-research-engineer-for-scientific-workflows.pdf	search/full-texts/text/FT0067_TA01586_revere-reflective-evolving-research-engineer-for-scientific-workflows.txt	ok	arxiv	2026-04-28T21:27:39Z		Batch 007 citation-only with abstracts.
FT0068	TA01594	RuleFlow : Generating Reusable Program Optimizations with LLMs	2026	include	1_include	no	10.48550/arxiv.2602.09051	2602.09051	citations	https://arxiv.org/pdf/2602.09051	search/full-texts/pdf/FT0068_TA01594_ruleflow-generating-reusable-program-optimizations-with-llms.pdf	search/full-texts/text/FT0068_TA01594_ruleflow-generating-reusable-program-optimizations-with-llms.txt	ok	arxiv	2026-04-28T21:27:41Z		Batch 007 citation-only with abstracts.
FT0069	TA01607	Scaling Teams or Scaling Time? Memory Enabled Lifelong Learning in LLM Multi-Agent Systems	2026	include	1_include	no		2604.03295	citations	https://arxiv.org/pdf/2604.03295	search/full-texts/pdf/FT0069_TA01607_scaling-teams-or-scaling-time-memory-enabled-lifelong-learning-in-llm-multi-agen.pdf	search/full-texts/text/FT0069_TA01607_scaling-teams-or-scaling-time-memory-enabled-lifelong-learning-in-llm-multi-agen.txt	ok	arxiv	2026-04-28T21:27:43Z		Batch 007 citation-only with abstracts.
FT0070	TA01747	Toward Autonomous Long-Horizon Engineering for ML Research	2026	include	1_include	no		2604.13018	citations	https://arxiv.org/pdf/2604.13018	search/full-texts/pdf/FT0070_TA01747_toward-autonomous-long-horizon-engineering-for-ml-research.pdf	search/full-texts/text/FT0070_TA01747_toward-autonomous-long-horizon-engineering-for-ml-research.txt	ok	arxiv	2026-04-28T21:27:44Z		Batch 008 citation-only with abstracts.
FT0071	TA00841	Calico: Automated Knowledge Calibration and Diagnosis for Elevating AI Mastery in Code Tasks	2024	maybe	2_missing_abstract_maybe	yes	10.1145/3650212.3680399		scopus	https://www.cs.ucr.edu/~heng/pubs/calico_issta24.pdf	search/full-texts/pdf/FT0071_TA00841_calico-automated-knowledge-calibration-and-diagnosis-for-elevating-ai-mastery-in.pdf	search/full-texts/text/FT0071_TA00841_calico-automated-knowledge-calibration-and-diagnosis-for-elevating-ai-mastery-in.txt	ok	manual_url	2026-04-28T21:34:44Z		Batch 013 missing-abstract title/metadata triage. | missing abstract; verify metadata/full text | manual URL retrieval: Author-hosted ISSTA 2024 PDF.
FT0072	TA00849	Self-Evolving Programs: A Novel Approach Leveraging LLMs and Quine Programs	2024	maybe	2_missing_abstract_maybe	yes	10.1109/iccims61672.2024.10690672		scopus	https://www.wpunj.edu/cosh/macs-scholars-program/assets/Saghiri-Wang_2024.pdf	search/full-texts/pdf/FT0072_TA00849_self-evolving-programs-a-novel-approach-leveraging-llms-and-quine-programs.pdf	search/full-texts/text/FT0072_TA00849_self-evolving-programs-a-novel-approach-leveraging-llms-and-quine-programs.txt	ok	manual_url	2026-04-28T21:34:47Z		Batch 013 missing-abstract title/metadata triage. | missing abstract; verify metadata/full text | manual URL retrieval: Author/institution-hosted PDF.
FT0073	TA00776	MAAP: A Self-Evolving Multi-Agent Automated Vulnerability Repair Framework for Python	2025	maybe	2_missing_abstract_maybe	yes	10.1109/apsec66846.2025.00024		scopus	https://doi.org/10.1109/apsec66846.2025.00024	search/full-texts/pdf/FT0073_TA00776_maap-a-self-evolving-multi-agent-automated-vulnerability-repair-framework-for-py.pdf	search/full-texts/text/FT0073_TA00776_maap-a-self-evolving-multi-agent-automated-vulnerability-repair-framework-for-py.txt	failed		2026-04-28T21:27:48Z	not_open_access	Batch 013 missing-abstract title/metadata triage. | missing abstract; verify metadata/full text | manual access check: Researchr/DBLP/OpenAlex/Unpaywall/ResearchGate checked; no public full text or OA PDF found as of 2026-04-28
FT0074	TA00835	Hierarchical Knowledge Injection for Improving LLM-based Program Repair	2025	maybe	2_missing_abstract_maybe	yes	10.1109/ase63991.2025.00122		scopus	https://arxiv.org/pdf/2506.24015	search/full-texts/pdf/FT0074_TA00835_hierarchical-knowledge-injection-for-improving-llm-based-program-repair.pdf	search/full-texts/text/FT0074_TA00835_hierarchical-knowledge-injection-for-improving-llm-based-program-repair.txt	ok	unpaywall	2026-04-28T21:27:50Z		Batch 013 missing-abstract title/metadata triage. | missing abstract; verify metadata/full text
FT0075	TA01303	KernelEvolve: Scaling Agentic Kernel Coding for Heterogeneous AI Accelerators at Meta	2025	maybe	2_missing_abstract_maybe	yes	10.48550/arxiv.2512.23236	2512.23236	citations	https://arxiv.org/pdf/2512.23236	search/full-texts/pdf/FT0075_TA01303_kernelevolve-scaling-agentic-kernel-coding-for-heterogeneous-ai-accelerators-at.pdf	search/full-texts/text/FT0075_TA01303_kernelevolve-scaling-agentic-kernel-coding-for-heterogeneous-ai-accelerators-at.txt	ok	arxiv	2026-04-28T21:27:54Z		Batch 013 missing-abstract title/metadata triage. | missing abstract; verify metadata/full text
FT0076	TA00822	SEED-APR: A closed-loop self-evolving framework for automated program repair	2026	maybe	2_missing_abstract_maybe	yes	10.1016/j.sasc.2026.200463		scopus	https://doi.org/10.1016/j.sasc.2026.200463	search/full-texts/pdf/FT0076_TA00822_seed-apr-a-closed-loop-self-evolving-framework-for-automated-program-repair.pdf	search/full-texts/text/FT0076_TA00822_seed-apr-a-closed-loop-self-evolving-framework-for-automated-program-repair.txt	failed		2026-04-28T21:27:55Z	no_pdf_url	Batch 013 missing-abstract title/metadata triage. | missing abstract; verify metadata/full text | manual publisher-abstract resolution: ScienceDirect/OpenAlex/Unpaywall metadata checked; no direct PDF route; eligibility excluded under CE1 from recovered abstract
FT0077	TA00824	ODEL: An Experience-Augmented Self-Evolving Framework for Efficient Python-to-C++ Code Translation	2026	maybe	2_missing_abstract_maybe	yes	10.3390/app16031506		scopus	https://mdpi-res.com/d_attachment/applsci/applsci-16-01506/article_deploy/applsci-16-01506.pdf	search/full-texts/pdf/FT0077_TA00824_odel-an-experience-augmented-self-evolving-framework-for-efficient-python-to-c-c.pdf	search/full-texts/text/FT0077_TA00824_odel-an-experience-augmented-self-evolving-framework-for-efficient-python-to-c-c.txt	ok	manual_url	2026-04-28T21:35:40Z		Batch 013 missing-abstract title/metadata triage. | missing abstract; verify metadata/full text | manual URL retrieval: Publisher-hosted open-access PDF.
FT0078	TA00857	Enhancing Rendering Performance in Complex Visualizations by using Optimization Techniques and Algorithms in Browser Environments	2024	maybe	2_missing_abstract_maybe	yes	10.48084/etasr.7201		citations	https://etasr.com/index.php/ETASR/article/download/7201/3624	search/full-texts/pdf/FT0078_TA00857_enhancing.pdf	search/full-texts/text/FT0078_TA00857_enhancing.txt	ok	manual_url	2026-04-28T22:41:20Z		Batch 013 missing-abstract title/metadata triage. | missing abstract; verify metadata/full text | manual metadata resolved; public ETASR PDF retrieved
FT0079	TA01595	S ELF -A DAPTING A GENTS FOR A UTOMATING R ESEARCH C ODING W ORKFLOWS		maybe	2_missing_abstract_maybe	yes			citations	https://openreview.net/pdf?id=ihcRmUkXHF	search/full-texts/pdf/FT0079_TA01595_s-elf-a-dapting-a-gents-for-a-utomating-r-esearch-c-oding-w-orkflows.pdf	search/full-texts/text/FT0079_TA01595_s-elf-a-dapting-a-gents-for-a-utomating-r-esearch-c-oding-w-orkflows.txt	ok	manual_url	2026-04-28T21:34:49Z		Batch 013 missing-abstract title/metadata triage. | missing abstract; verify metadata/full text | manual URL retrieval: OpenReview PDF.
FT0080	TA01629	Self-Defining Systems	2025	maybe	2_missing_abstract_maybe	yes			citations	https://foci.uw.edu/papers/whitepaper2025-sds.pdf	search/full-texts/pdf/FT0080_TA01629_self-defining-systems.pdf	search/full-texts/text/FT0080_TA01629_self-defining-systems.txt	ok	manual_url	2026-04-28T22:41:20Z		Batch 013 missing-abstract title/metadata triage. | missing abstract; verify metadata/full text | manual metadata resolved; public University of Washington white paper PDF retrieved
FT0081	TA00312	L2MAC: Large Language Model Automatic Computer for Extensive Code Generation	2023	maybe	3_maybe	no	10.48550/arXiv.2310.02003	2310.02003	arxiv_chunk; scopus	https://arxiv.org/pdf/2310.02003	search/full-texts/pdf/FT0081_TA00312_l2mac-large-language-model-automatic-computer-for-extensive-code-generation.pdf	search/full-texts/text/FT0081_TA00312_l2mac-large-language-model-automatic-computer-for-extensive-code-generation.txt	ok	arxiv	2026-04-28T21:27:59Z		Calibration batch 002.
FT0082	TA00712	Self-Taught Optimizer (STOP): Recursively Self-Improving Code Generation	2023	maybe	3_maybe	no	10.48550/arXiv.2310.02304	2310.02304	arxiv_chunk; citations	https://arxiv.org/pdf/2310.02304	search/full-texts/pdf/FT0082_TA00712_self-taught-optimizer-stop-recursively-self-improving-code-generation.pdf	search/full-texts/text/FT0082_TA00712_self-taught-optimizer-stop-recursively-self-improving-code-generation.txt	ok	arxiv	2026-04-28T21:28:00Z		Calibration batch 001.
FT0083	TA00039	SWE-Search: Enhancing Software Agents with Monte Carlo Tree Search and Iterative Refinement	2024	maybe	3_maybe	no	10.48550/arXiv.2410.20285	2410.20285	arxiv_chunk; citations; scopus	https://arxiv.org/pdf/2410.20285	search/full-texts/pdf/FT0083_TA00039_swe-search-enhancing-software-agents-with-monte-carlo-tree-search-and-iterative.pdf	search/full-texts/text/FT0083_TA00039_swe-search-enhancing-software-agents-with-monte-carlo-tree-search-and-iterative.txt	ok	arxiv	2026-04-28T21:28:02Z		Calibration batch 001.
FT0084	TA00445	From Language Models to Practical Self-Improving Computer Agents	2024	maybe	3_maybe	no	10.48550/arXiv.2404.11964	2404.11964	arxiv_chunk	https://arxiv.org/pdf/2404.11964	search/full-texts/pdf/FT0084_TA00445_from-language-models-to-practical-self-improving-computer-agents.pdf	search/full-texts/text/FT0084_TA00445_from-language-models-to-practical-self-improving-computer-agents.txt	ok	arxiv	2026-04-28T21:28:03Z		Calibration batch 005.
FT0085	TA00546	Self-Evolving Multi-Agent Collaboration Networks for Software Development	2024	maybe	3_maybe	no	10.48550/arXiv.2410.16946	2410.16946	arxiv_chunk; citations	https://arxiv.org/pdf/2410.16946	search/full-texts/pdf/FT0085_TA00546_self-evolving-multi-agent-collaboration-networks-for-software-development.pdf	search/full-texts/text/FT0085_TA00546_self-evolving-multi-agent-collaboration-networks-for-software-development.txt	ok	arxiv	2026-04-28T21:28:06Z		Calibration batch 001.
FT0086	TA01016	BudgetMLAgent: A Cost-Effective LLM Multi-Agent system for Automating Machine Learning Tasks	2024	maybe	3_maybe	no	10.1145/3703412.3703416	2411.07464	citations	https://arxiv.org/pdf/2411.07464	search/full-texts/pdf/FT0086_TA01016_budgetmlagent-a-cost-effective-llm-multi-agent-system-for-automating-machine-lea.pdf	search/full-texts/text/FT0086_TA01016_budgetmlagent-a-cost-effective-llm-multi-agent-system-for-automating-machine-lea.txt	ok	arxiv	2026-04-28T21:28:07Z		Verify persistence mechanism and task scope in full text.
FT0087	TA01095	CREF: An LLM-Based Conversational Software Repair Framework for Programming Tutors	2024	maybe	3_maybe	no	10.1145/3650212.3680328	2406.13972	citations	https://arxiv.org/pdf/2406.13972	search/full-texts/pdf/FT0087_TA01095_cref-an-llm-based-conversational-software-repair-framework-for-programming-tutor.pdf	search/full-texts/text/FT0087_TA01095_cref-an-llm-based-conversational-software-repair-framework-for-programming-tutor.txt	ok	arxiv	2026-04-28T21:28:09Z		Verify persistence mechanism in full text.
FT0088	TA01157	Empowering Agile-Based Generative Software Development through Human-AI Teamwork	2024	maybe	3_maybe	no	10.1145/3702987	2407.15568	citations	https://arxiv.org/pdf/2407.15568	search/full-texts/pdf/FT0088_TA01157_empowering-agile-based-generative-software-development-through-human-ai-teamwork.pdf	search/full-texts/text/FT0088_TA01157_empowering-agile-based-generative-software-development-through-human-ai-teamwork.txt	ok	arxiv	2026-04-28T21:28:15Z		Verify whether the memory pool satisfies CI1.
FT0089	TA00075	Darwin Godel Machine: Open-Ended Evolution of Self-Improving Agents	2025	maybe	3_maybe	no	10.48550/arXiv.2505.22954	2505.22954	arxiv_chunk; citations	https://arxiv.org/pdf/2505.22954	search/full-texts/pdf/FT0089_TA00075_darwin-godel-machine-open-ended-evolution-of-self-improving-agents.pdf	search/full-texts/text/FT0089_TA00075_darwin-godel-machine-open-ended-evolution-of-self-improving-agents.txt	ok	arxiv	2026-04-28T21:28:17Z		Calibration batch 001.
FT0090	TA00079	EvoGit: Decentralized Code Evolution via Git-Based Multi-Agent Collaboration	2025	maybe	3_maybe	no	10.48550/arXiv.2506.02049	2506.02049	arxiv_chunk	https://arxiv.org/pdf/2506.02049	search/full-texts/pdf/FT0090_TA00079_evogit-decentralized-code-evolution-via-git-based-multi-agent-collaboration.pdf	search/full-texts/text/FT0090_TA00079_evogit-decentralized-code-evolution-via-git-based-multi-agent-collaboration.txt	ok	arxiv	2026-04-28T21:28:19Z		Calibration batch 003.
FT0091	TA00117	RedCodeAgent: Automatic Red-teaming Agent against Diverse Code Agents	2025	maybe	3_maybe	no	10.48550/arXiv.2510.02609	2510.02609	arxiv_chunk	https://arxiv.org/pdf/2510.02609	search/full-texts/pdf/FT0091_TA00117_redcodeagent-automatic-red-teaming-agent-against-diverse-code-agents.pdf	search/full-texts/text/FT0091_TA00117_redcodeagent-automatic-red-teaming-agent-against-diverse-code-agents.txt	ok	arxiv	2026-04-28T21:28:20Z		Calibration batch 003.
FT0092	TA00119	Multi-Agent Code-Orchestrated Generation for Reliable Infrastructure-as-Code	2025	maybe	3_maybe	no	10.48550/arXiv.2510.03902	2510.03902	arxiv_chunk	https://arxiv.org/pdf/2510.03902	search/full-texts/pdf/FT0092_TA00119_multi-agent-code-orchestrated-generation-for-reliable-infrastructure-as-code.pdf	search/full-texts/text/FT0092_TA00119_multi-agent-code-orchestrated-generation-for-reliable-infrastructure-as-code.txt	ok	arxiv	2026-04-28T21:28:21Z		Calibration batch 003.
FT0093	TA00141	Self-Abstraction from Grounded Experience for Plan-Guided Policy Refinement	2025	maybe	3_maybe	no	10.48550/arXiv.2511.05931	2511.05931	arxiv_chunk; citations	https://arxiv.org/pdf/2511.05931	search/full-texts/pdf/FT0093_TA00141_self-abstraction-from-grounded-experience-for-plan-guided-policy-refinement.pdf	search/full-texts/text/FT0093_TA00141_self-abstraction-from-grounded-experience-for-plan-guided-policy-refinement.txt	ok	arxiv	2026-04-28T21:28:23Z		Calibration batch 001.
FT0094	TA00283	Code Digital Twin: A Knowledge Infrastructure for AI-Assisted Complex Software Development	2025	maybe	3_maybe	no	10.48550/arXiv.2503.07967	2503.07967	arxiv_chunk	https://arxiv.org/pdf/2503.07967	search/full-texts/pdf/FT0094_TA00283_code-digital-twin-a-knowledge-infrastructure-for-ai-assisted-complex-software-de.pdf	search/full-texts/text/FT0094_TA00283_code-digital-twin-a-knowledge-infrastructure-for-ai-assisted-complex-software-de.txt	ok	arxiv	2026-04-28T21:28:25Z		Calibration batch 004.
FT0095	TA00284	A Self-Improving Coding Agent	2025	maybe	3_maybe	no	10.48550/arXiv.2504.15228	2504.15228	arxiv_chunk; citations	https://arxiv.org/pdf/2504.15228	search/full-texts/pdf/FT0095_TA00284_a-self-improving-coding-agent.pdf	search/full-texts/text/FT0095_TA00284_a-self-improving-coding-agent.txt	ok	arxiv	2026-04-28T21:28:26Z		Calibration batch 001.
FT0096	TA00287	Autonomous Code Evolution Meets NP-Completeness	2025	maybe	3_maybe	no	10.48550/arXiv.2509.07367	2509.07367	arxiv_chunk	https://arxiv.org/pdf/2509.07367	search/full-texts/pdf/FT0096_TA00287_autonomous-code-evolution-meets-np-completeness.pdf	search/full-texts/text/FT0096_TA00287_autonomous-code-evolution-meets-np-completeness.txt	ok	arxiv	2026-04-28T21:28:27Z		Calibration batch 004.
FT0097	TA00291	Context Engineering for AI Agents in Open-Source Software	2025	maybe	3_maybe	no	10.48550/arXiv.2510.21413	2510.21413	arxiv_chunk	https://arxiv.org/pdf/2510.21413	search/full-texts/pdf/FT0097_TA00291_context-engineering-for-ai-agents-in-open-source-software.pdf	search/full-texts/text/FT0097_TA00291_context-engineering-for-ai-agents-in-open-source-software.txt	ok	arxiv	2026-04-28T21:28:29Z		Calibration batch 004.
FT0098	TA00292	Huxley-Gödel Machine: Human-Level Coding Agent Development by an Approximation of the Optimal Self-Improving Machine	2025	maybe	3_maybe	no	10.48550/arXiv.2510.21614	2510.21614	arxiv_chunk; citations	https://arxiv.org/pdf/2510.21614	search/full-texts/pdf/FT0098_TA00292_huxley-g-del-machine-human-level-coding-agent-development-by-an-approximation-of.pdf	search/full-texts/text/FT0098_TA00292_huxley-g-del-machine-human-level-coding-agent-development-by-an-approximation-of.txt	ok	arxiv	2026-04-28T21:28:30Z		Calibration batch 001.
FT0099	TA00293	Live-SWE-agent: Can Software Engineering Agents Self-Evolve on the Fly?	2025	maybe	3_maybe	no	10.48550/arXiv.2511.13646	2511.13646	arxiv_chunk; citations	https://arxiv.org/pdf/2511.13646	search/full-texts/pdf/FT0099_TA00293_live-swe-agent-can-software-engineering-agents-self-evolve-on-the-fly.pdf	search/full-texts/text/FT0099_TA00293_live-swe-agent-can-software-engineering-agents-self-evolve-on-the-fly.txt	ok	arxiv	2026-04-28T21:28:32Z		Calibration batch 001.
FT0100	TA00330	Agents in software engineering: survey, landscape, and vision	2025	maybe	3_maybe	no	10.1007/s10515-025-00544-2	2409.09030	arxiv_chunk; scopus	https://arxiv.org/pdf/2409.09030	search/full-texts/pdf/FT0100_TA00330_agents-in-software-engineering-survey-landscape-and-vision.pdf	search/full-texts/text/FT0100_TA00330_agents-in-software-engineering-survey-landscape-and-vision.txt	ok	arxiv	2026-04-28T21:28:33Z		Calibration batch 001.
FT0101	TA00340	Empirical Research on Utilizing LLM-based Agents for Automated Bug Fixing via LangGraph	2025	maybe	3_maybe	no	10.48550/arXiv.2502.18465	2502.18465	arxiv_chunk	https://arxiv.org/pdf/2502.18465	search/full-texts/pdf/FT0101_TA00340_empirical-research-on-utilizing-llm-based-agents-for-automated-bug-fixing-via-la.pdf	search/full-texts/text/FT0101_TA00340_empirical-research-on-utilizing-llm-based-agents-for-automated-bug-fixing-via-la.txt	ok	arxiv	2026-04-28T21:28:34Z		Calibration batch 004.
FT0102	TA00389	Beyond Task Completion: An Assessment Framework for Evaluating Agentic AI Systems	2025	maybe	3_maybe	no	10.48550/arXiv.2512.12791	2512.12791	arxiv_chunk	https://arxiv.org/pdf/2512.12791	search/full-texts/pdf/FT0102_TA00389_beyond-task-completion-an-assessment-framework-for-evaluating-agentic-ai-systems.pdf	search/full-texts/text/FT0102_TA00389_beyond-task-completion-an-assessment-framework-for-evaluating-agentic-ai-systems.txt	ok	arxiv	2026-04-28T21:28:35Z		Calibration batch 004.
FT0103	TA00443	SE-Agent: Self-Evolution Trajectory Optimization in Multi-Step Reasoning with LLM-Based Agents	2025	maybe	3_maybe	no	10.48550/arXiv.2508.02085	2508.02085	arxiv_chunk	https://arxiv.org/pdf/2508.02085	search/full-texts/pdf/FT0103_TA00443_se-agent-self-evolution-trajectory-optimization-in-multi-step-reasoning-with-llm.pdf	search/full-texts/text/FT0103_TA00443_se-agent-self-evolution-trajectory-optimization-in-multi-step-reasoning-with-llm.txt	ok	arxiv	2026-04-28T21:28:38Z		Calibration batch 004.
FT0104	TA00474	Magentic-UI: Towards Human-in-the-loop Agentic Systems	2025	maybe	3_maybe	no	10.48550/arXiv.2507.22358	2507.22358	arxiv_chunk	https://arxiv.org/pdf/2507.22358	search/full-texts/pdf/FT0104_TA00474_magentic-ui-towards-human-in-the-loop-agentic-systems.pdf	search/full-texts/text/FT0104_TA00474_magentic-ui-towards-human-in-the-loop-agentic-systems.txt	ok	arxiv	2026-04-28T21:28:40Z		Calibration batch 004.
FT0105	TA00580	SEW: Self-Evolving Agentic Workflows for Automated Code Generation	2025	maybe	3_maybe	no	10.48550/arXiv.2505.18646	2505.18646	arxiv_chunk; citations	https://arxiv.org/pdf/2505.18646	search/full-texts/pdf/FT0105_TA00580_sew-self-evolving-agentic-workflows-for-automated-code-generation.pdf	search/full-texts/text/FT0105_TA00580_sew-self-evolving-agentic-workflows-for-automated-code-generation.txt	ok	arxiv	2026-04-28T21:28:41Z		Calibration batch 001.
FT0106	TA00605	AI-Driven Self-Evolving Software: A Promising Path Toward Software Automation	2025	maybe	3_maybe	no	10.48550/arXiv.2510.00591	2510.00591	arxiv_chunk	https://arxiv.org/pdf/2510.00591	search/full-texts/pdf/FT0106_TA00605_ai-driven-self-evolving-software-a-promising-path-toward-software-automation.pdf	search/full-texts/text/FT0106_TA00605_ai-driven-self-evolving-software-a-promising-path-toward-software-automation.txt	ok	arxiv	2026-04-28T21:28:43Z		Calibration batch 004.
FT0107	TA00612	Agentsway -- Software Development Methodology for AI Agents-based Teams	2025	maybe	3_maybe	no	10.48550/arXiv.2510.23664	2510.23664	arxiv_chunk	https://arxiv.org/pdf/2510.23664	search/full-texts/pdf/FT0107_TA00612_agentsway-software-development-methodology-for-ai-agents-based-teams.pdf	search/full-texts/text/FT0107_TA00612_agentsway-software-development-methodology-for-ai-agents-based-teams.txt	ok	arxiv	2026-04-28T21:28:44Z		Calibration batch 004.
FT0108	TA00688	SpecAgent: A Speculative Retrieval and Forecasting Agent for Code Completion	2025	maybe	3_maybe	no	10.48550/arXiv.2510.17925	2510.17925	arxiv_chunk	https://arxiv.org/pdf/2510.17925	search/full-texts/pdf/FT0108_TA00688_specagent-a-speculative-retrieval-and-forecasting-agent-for-code-completion.pdf	search/full-texts/text/FT0108_TA00688_specagent-a-speculative-retrieval-and-forecasting-agent-for-code-completion.txt	ok	arxiv	2026-04-28T21:28:45Z		Calibration batch 005.
FT0109	TA00733	CODESYNC: Synchronizing Large Language Models with Dynamic Code Evolution at Scale	2025	maybe	3_maybe	no	10.48550/arXiv.2502.16645	2502.16645	arxiv_chunk	https://arxiv.org/pdf/2502.16645	search/full-texts/pdf/FT0109_TA00733_codesync-synchronizing-large-language-models-with-dynamic-code-evolution-at-scal.pdf	search/full-texts/text/FT0109_TA00733_codesync-synchronizing-large-language-models-with-dynamic-code-evolution-at-scal.txt	ok	arxiv	2026-04-28T21:28:47Z		Calibration batch 005.
